Date,Open,High,Low,Close,Change,Traded Volume,Turnover,Last Price of the Day,Daily Traded Units,Daily Turnover
2013-02-28,8.114,8.273,8.104,8.104,,83214.0,,,,679772.0
2013-01-31,8.669,8.669,8.485,8.66,,47807.0,,,,410697.0
2012-12-31,7.81,7.89,7.752,7.89,,21893.0,,,,171531.0
2012-11-30,7.804,7.85,7.791,7.791,,13146.0,,,,102709.0
2012-10-31,7.6,7.632,7.571,7.58,,24508.0,,,,186212.0
2012-09-30,7.67,7.76,7.67,7.76,,25931.0,,,,200025.0
2012-08-31,7.57,7.612,7.492,7.492,,26588.0,,,,200368.0
2012-07-31,7.26,7.28,7.1,7.28,,38368.0,,,,276625.0
2012-06-30,7.0,7.15,7.0,7.12,,26634.0,,,,189226.0
2012-05-31,7.063,7.238,7.063,7.238,,55889.0,,,,401807.0
2012-04-30,8.585,8.65,8.531,8.64,,31798.0,,,,273345.0
2012-03-31,8.667,8.726,8.654,8.673,,23408.0,,,,203252.0
2012-02-29,8.635,8.699,8.575,8.58,,54786.0,,,,473348.0
2012-01-31,8.24,8.271,8.16,8.249,,29642.0,,,,243999.0
2011-12-31,7.36,7.479,7.36,7.479,,4898.0,,,,36236.67
2011-11-30,7.49,7.59,7.423,7.59,,54009.0,,,,408054.0
2011-10-31,7.49,7.49,7.38,7.48,,31469.0,,,,234040.0
2011-09-30,7.359,7.64,7.359,7.416,,55157.0,,,,415314.0
2011-08-31,7.4,7.53,7.353,7.49,,86779.0,,,,645606.0
2011-07-31,7.301,7.49,7.29,7.3,,101901.0,,,,750822.0
2011-06-30,7.607,7.71,7.584,7.618,,86824.0,,,,661425.0
2011-05-31,7.931,8.02,7.92,8.02,,78866.0,,,,632505.0
2011-04-30,8.2,8.45,8.18,8.387,,106233.0,,,,890976.0
2011-03-31,8.08,8.107,7.952,7.979,,67799.0,,,,540968.0
2011-02-28,8.075,8.2,8.001,8.12,,49693.0,,,,403507.0
2011-01-31,8.139,8.2,8.1,8.2,,52225.0,,,,428245.0
2010-12-31,7.2,7.285,7.2,7.2,,21528.0,,,,155002.0
2010-11-30,7.02,7.095,6.975,7.095,,28694.0,,,,203584.0
2010-10-31,7.176,7.2,7.125,7.18,,24372.0,,,,174991.0
2010-09-30,6.441,6.6,6.441,6.545,,44899.0,,,,293864.0
2010-08-31,6.8,6.861,6.75,6.83,,24498.0,,,,167321.0
2010-07-31,6.99,7.039,6.96,7.001,,21242.0,,,,148715.0
2010-06-30,7.43,7.69,7.36,7.582,,68228.0,,,,517305.0
2010-05-31,7.078,7.348,7.062,7.266,,47888.0,,,,347954.0
2010-04-30,8.3,8.31,8.0,8.2,,99068.0,,,,812358.0
2010-03-31,7.48,7.488,7.39,7.45,,30450.0,,,,226853.0
2010-02-28,7.24,7.299,7.186,7.275,,26286.0,,,,191231.0
2010-01-31,6.71,6.918,6.71,6.85,,55058.0,,,,377147.0
2009-12-31,6.5,6.65,6.5,6.61,,0.0,,,,0.0
2009-11-30,6.1,6.11,6.02,6.02,,68560.0,,,,412731.0
2009-10-31,6.05,6.19,5.85,5.86,,100292.0,,,,587711.0
2009-09-30,6.65,6.65,6.55,6.65,,35319.0,,,,234871.0
2009-08-31,6.2,6.22,6.12,6.13,,22303.0,,,,136717.0
2009-07-31,5.96,6.07,5.92,6.07,,39883.0,,,,242090.0
2009-06-30,5.0,5.06,4.99,4.99,,81358.0,,,,405976.0
2009-05-31,5.26,5.3,5.2,5.2,,28547.0,,,,148444.0
2009-04-30,5.88,6.01,5.81,6.01,,107774.0,,,,647722.0
2009-03-31,5.43,5.65,5.42,5.5,,22804.0,,,,125422.0
2009-02-28,4.92,4.94,4.771,4.89,,23922.0,,,,116979.0
2009-01-31,6.071,6.14,6.066,6.14,,14836.0,,,,91093.0
2008-12-31,6.09,6.19,6.07,6.18,,0.0,,,,0.0
2008-11-30,4.99,5.06,4.87,4.9,,84493.0,,,,414016.0
2008-10-31,5.58,5.8,5.451,5.79,,93827.0,,,,543258.0
2008-09-30,5.0,5.22,4.57,5.22,,249250.0,,,,1300000.0
